student_id,activity,teacher_id,date,level,change,time,correct_problems,total_problems,correct/total_problems
mdkaisar,Linear vs. exponential growth: from data (example 2)Algebra 1,8,"Oct 02, 2020 at 10:00 AM",–,–,0,,,–
mdkaisar,Writing exponential functions from tablesAlgebra 1,8,"Oct 02, 2020 at 9:56 AM",–,–,0,,,–
mdkaisar,Interpret exponential expressions word problemsAlgebra 1,8,"Oct 02, 2020 at 9:49 AM",–,–,0,,,–
mdkaisar,Exponential expressions word problems (algebraic)Algebra 1,8,"Oct 02, 2020 at 9:49 AM",–,–,0,,,–
mdkaisar,Exponential expressions word problems (numerical)Algebra 1,8,"Oct 02, 2020 at 9:49 AM",–,–,0,,,–
mdkaisar,Exponential vs. linear modelsAlgebra 1,8,"Oct 02, 2020 at 9:49 AM",–,–,0,,,–
mdkaisar,Exponential vs. linear growthAlgebra 1,8,"Oct 02, 2020 at 9:48 AM",–,–,0,,,–
mdkaisar,Exponential growth & decay: Unit testAlgebra 1,8,"Oct 02, 2020 at 9:48 AM",–,–,17,,,12/13
mdkaisar,Exponential vs. linear growthAlgebra 1,8,"Oct 02, 2020 at 9:40 AM",–,–,0,,,–
mdkaisar,Writing exponential functions from tablesAlgebra 1,8,"Oct 02, 2020 at 9:36 AM",–,–,1,,,–
mdkaisar,Exponential functions from tables & graphsAlgebra 1,8,"Oct 02, 2020 at 9:36 AM",–,–,9,,,0/4
mdkaisar,Connecting exponential graphs with contextsAlgebra 1,8,"Oct 02, 2020 at 9:34 AM",–,–,0,,,–
mdkaisar,Linear vs. exponential growth: from dataAlgebra 1,8,"Oct 02, 2020 at 9:31 AM",–,–,1,,,1/4
mdkaisar,Exponential growth & decay: Quiz 3Algebra 1,8,"Oct 02, 2020 at 9:28 AM",–,–,1,,,–
mdkaisar,Exponents & radicals: Quiz 3Algebra 1,8,"Oct 02, 2020 at 9:23 AM",–,–,0,,,–
mdkaisar,Exponents & radicals: Unit testAlgebra 1,8,"Oct 02, 2020 at 9:23 AM",–,–,1,,,–
mdkaisar,Exponents & radicals: Quiz 1Algebra 1,8,"Oct 02, 2020 at 9:22 AM",–,–,1,,,2/5
mdkaisar,Absolute value & piecewise functions: Unit testAlgebra 1,8,"Oct 02, 2020 at 9:21 AM",–,–,0,,,–
mdkaisar,Absolute value & piecewise functions: Quiz 2Algebra 1,8,"Oct 02, 2020 at 9:21 AM",–,–,0,,,–
mdkaisar,Systems of equations: Unit testAlgebra 1,8,"Oct 02, 2020 at 9:20 AM",–,–,0,,,–
mdkaisar,Absolute value & piecewise functions: Unit testAlgebra 1,8,"Oct 01, 2020 at 10:22 AM",–,–,11,,,3/9
mdkaisar,Absolute value & piecewise functions: Quiz 2Algebra 1,8,"Oct 01, 2020 at 10:20 AM",–,–,1,,,–
mdkaisar,Scaling & reflecting absolute value functions: graphAlgebra 1,8,"Oct 01, 2020 at 9:50 AM",–,–,0,,,–
mdkaisar,Shifting absolute value graphsAlgebra 1,8,"Oct 01, 2020 at 9:46 AM",–,–,3,,,–
mdkaisar,Scaling & reflecting absolute value functions: equationAlgebra 1,8,"Oct 01, 2020 at 9:44 AM",–,–,2,,,–
mdkaisar,Graph absolute value functionsAlgebra 1,8,"Oct 01, 2020 at 9:43 AM",–,–,3,,,0/4
mdkaisar,Graphing absolute value functionsAlgebra 1,8,"Oct 01, 2020 at 9:42 AM",–,–,2,,,–
mdkaisar,Scale & reflect absolute value graphsAlgebra 1,8,"Oct 01, 2020 at 9:42 AM",–,–,1,,,–
mdkaisar,Shift absolute value graphsAlgebra 1,8,"Oct 01, 2020 at 9:42 AM",–,–,0,,,–
mdkaisar,Absolute value & piecewise functions: Quiz 1Algebra 1,8,"Oct 01, 2020 at 9:41 AM",Multiple skill changes,+ 2,14,,,5/5
mdkaisar,Absolute value & piecewise functions: Quiz 1Algebra 1,8,"Oct 01, 2020 at 9:20 AM",–,–,0,,,–
mdkaisar,Absolute value & piecewise functions: Quiz 1Algebra 1,8,"Oct 01, 2020 at 9:19 AM",–,–,1,,,–
mdkaisar,Absolute value & piecewise functions: Quiz 1Algebra 1,8,"Oct 01, 2020 at 8:50 AM",–,–,1,,,–
mdkaisar,Functions: Quiz 2Algebra 1,8,"Oct 01, 2020 at 8:48 AM",–,–,0,,,–
mdkaisar,Functions: Quiz 3Algebra 1,8,"Oct 01, 2020 at 8:48 AM",–,–,0,,,–
mdnadeem,Point-slope & slope-intercept equationsClass 11 math (India),8,"Oct 07, 2020 at 6:29 PM",–,–,6,,,–
mdnadeem,Intro to point-slope formClass 11 math (India),8,"Oct 07, 2020 at 6:24 PM",–,–,6,,,–
mdnadeem,Slope-intercept form reviewClass 11 math (India),8,"Oct 07, 2020 at 6:20 PM",–,–,4,,,–
mdnadeem,Writing linear equations word problemsClass 11 math (India),8,"Oct 07, 2020 at 4:37 PM",Proficient,,5,,,4/4
mdnadeem,Writing linear equations word problemsClass 11 math (India),8,"Oct 07, 2020 at 4:31 PM",Attempted,,6,,,2/4
mdnadeem,Relating linear contexts to graph featuresClass 11 math (India),8,"Oct 07, 2020 at 4:28 PM",Proficient,,3,,,7/7
mdnadeem,Relating linear contexts to graph featuresClass 11 math (India),8,"Oct 07, 2020 at 4:19 PM",Familiar,,7,,,6/7
mdnadeem,Relating linear contexts to graph featuresClass 11 math (India),8,"Oct 07, 2020 at 3:58 PM",–,–,13,,,2/7
mdnadeem,"Slope, x-intercept, y-intercept meaning in contextClass 11 math (India)",8,"Oct 07, 2020 at 3:49 PM",–,–,0,,,–
mdnadeem,Slope and intercept meaning in contextClass 11 math (India),8,"Oct 07, 2020 at 3:47 PM",–,–,2,,,–
mdnadeem,Relating linear contexts to graph featuresClass 11 math (India),8,"Oct 07, 2020 at 3:42 PM",Attempted,,14,,,3/7
mdnadeem,Constructing linear equations from contextClass 11 math (India),8,"Oct 07, 2020 at 3:37 PM",–,–,3,,,–
mdnadeem,Slope-intercept from two pointsClass 11 math (India),8,"Oct 07, 2020 at 3:32 PM",Proficient,,3,,,4/4
mdnadeem,Slope-intercept from two pointsClass 11 math (India),8,"Oct 07, 2020 at 3:27 PM",–,–,5,,,2/4
mdnadeem,Slope-intercept from two pointsClass 11 math (India),8,"Oct 07, 2020 at 3:16 PM",Attempted,,11,,,1/4
mdnadeem,Slope-intercept equation from two pointsClass 11 math (India),8,"Oct 07, 2020 at 3:13 PM",–,–,3,,,–
mdnadeem,Slope-intercept equation from slope & pointClass 11 math (India),8,"Oct 07, 2020 at 3:12 PM",–,–,1,,,–
mdnadeem,Slope-intercept equation from graphClass 11 math (India),8,"Oct 07, 2020 at 3:10 PM",Proficient,,1,,,4/4
mdnadeem,Slope-intercept equation from graphClass 11 math (India),8,"Oct 07, 2020 at 3:08 PM",Attempted,,2,,,2/4
mdnadeem,Slope-intercept equation from graphClass 11 math (India),8,"Oct 07, 2020 at 3:06 PM",Familiar,,2,,,3/4
mdnadeem,Writing slope-intercept equationsClass 11 math (India),8,"Oct 07, 2020 at 2:57 PM",–,–,9,,,–
mdnadeem,Slope-intercept equation from graphClass 11 math (India),8,"Oct 07, 2020 at 2:48 PM",–,–,10,,,–
mdnadeem,Graphing lines from slope-intercept form reviewClass 11 math (India),8,"Oct 07, 2020 at 2:46 PM",–,–,1,,,–
mdnadeem,Graph from slope-intercept formClass 11 math (India),8,"Oct 07, 2020 at 2:45 PM",Proficient,,1,,,4/4
mdnadeem,Graph from slope-intercept formClass 11 math (India),8,"Oct 07, 2020 at 2:42 PM",Familiar,,2,,,3/4
mdnadeem,Graphing slope-intercept formClass 11 math (India),8,"Oct 07, 2020 at 2:38 PM",–,–,4,,,–
mdnadeem,Graph from slope-intercept equationClass 11 math (India),8,"Oct 07, 2020 at 2:35 PM",–,–,3,,,–
mdnadeem,Linear equations word problemsClass 11 math (India),8,"Oct 07, 2020 at 2:33 PM",Proficient,,2,,,4/4
mdnadeem,Linear equation word problemsClass 11 math (India),8,"Oct 07, 2020 at 2:30 PM",–,–,3,,,–
mdnadeem,Slope-intercept introClass 11 math (India),8,"Oct 07, 2020 at 2:29 PM",Proficient,,1,,,4/4
mdnadeem,Worked examples: slope-intercept introClass 11 math (India),8,"Oct 07, 2020 at 2:27 PM",–,–,1,,,–
mdnadeem,Slope and y-intercept from equationClass 11 math (India),8,"Oct 07, 2020 at 2:25 PM",–,–,3,,,–
mdnadeem,Intro to slope-intercept formClass 11 math (India),8,"Oct 07, 2020 at 2:09 PM",–,–,16,,,–
mdnadeem,Intro to slope-intercept formClass 11 math (India),8,"Oct 07, 2020 at 1:36 PM",–,–,13,,,–
mdnadeem,Tension in an accelerating system and pie in the facePhysics library,8,"Oct 07, 2020 at 12:15 PM",–,–,6,,,–
mdnadeem,Introduction to tension (part 2)Physics library,8,"Oct 07, 2020 at 12:14 PM",–,–,1,,,–
mdnadeem,Introduction to tensionPhysics library,8,"Oct 07, 2020 at 12:00 PM",–,–,9,,,–
mdnadeem,Super hot tensionPhysics library,8,"Oct 07, 2020 at 11:51 AM",–,–,9,,,–
mdnadeem,The force of tensionPhysics library,8,"Oct 07, 2020 at 11:27 AM",–,–,7,,,–
mdnadeem,Mild and medium tensionPhysics library,8,"Oct 07, 2020 at 11:27 AM",–,–,17,,,–
mdnadeem,The force of tensionClass 11 Physics (India),8,"Oct 07, 2020 at 6:16 AM",–,–,9,,,–
mdnadeem,What is normal force?Class 11 Physics (India),8,"Oct 07, 2020 at 6:15 AM",–,–,1,,,–
mdnadeem,More on Normal force (shoe on wall)Class 11 Physics (India),8,"Oct 07, 2020 at 6:07 AM",–,–,8,,,–
mdnadeem,More on Normal force (shoe on floor)Class 11 Physics (India),8,"Oct 07, 2020 at 5:42 AM",–,–,25,,,–
mdnadeem,Angled forces reviewClass 11 Physics (India),8,"Oct 07, 2020 at 5:42 AM",–,–,0,,,–
mdnadeem,Free body diagram with angled forces: worked exampleClass 11 Physics (India),8,"Oct 06, 2020 at 4:19 PM",–,–,0,,,–
mdnadeem,Forces at an angleClass 11 Physics (India),8,"Oct 06, 2020 at 4:19 PM",–,–,0,,,–
mdnadeem,Forces at an angleClass 11 Physics (India),8,"Oct 06, 2020 at 4:11 PM",Familiar,,2,,,3/4
mdnadeem,Forces at an angleClass 11 Physics (India),8,"Oct 06, 2020 at 3:28 PM",–,–,9,,,2/4
mdnadeem,Free body diagram with angled forces: worked exampleClass 11 Physics (India),8,"Oct 06, 2020 at 3:19 PM",–,–,8,,,–
mdnadeem,Breaking down forces for free body diagramsClass 11 Physics (India),8,"Oct 06, 2020 at 3:10 PM",–,–,9,,,–
mdnadeem,Normal force in an elevatorClass 11 Physics (India),8,"Oct 06, 2020 at 2:25 PM",–,–,44,,,–
mdnadeem,Normal force in an elevatorClass 11 Physics (India),8,"Oct 06, 2020 at 1:46 PM",–,–,2,,,–
mdnadeem,Normal force and contact forceClass 11 Physics (India),8,"Oct 06, 2020 at 1:31 PM",–,–,8,,,–
mdnadeem,Applying Newton's first law of motionClass 11 Physics (India),8,"Oct 06, 2020 at 1:26 PM",–,–,5,,,–
mdnadeem,Newton's first law of motion introductionClass 11 Physics (India),8,"Oct 06, 2020 at 1:18 PM",–,–,7,,,–
mdnadeem,Introduction to forces and free body diagrams reviewClass 11 Physics (India),8,"Oct 06, 2020 at 1:14 PM",–,–,4,,,–
mdnadeem,Introduction to free body diagramsClass 11 Physics (India),8,"Oct 06, 2020 at 1:08 PM",Familiar,,5,,,3/4
mdnadeem,Introduction to free body diagramsClass 11 Physics (India),8,"Oct 06, 2020 at 1:02 PM",–,–,7,,,1/4
mdnadeem,Introduction to free body diagramsClass 11 Physics (India),8,"Oct 06, 2020 at 12:57 PM",Attempted,,5,,,2/4
mdnadeem,Types of forces and free body diagramsClass 11 Physics (India),8,"Oct 06, 2020 at 12:28 PM",–,–,11,,,–
mdnadeem,Graphing linear relationships word problemsClass 11 math (India),8,"Oct 06, 2020 at 12:19 PM",Proficient,,3,,,4/4
mdnadeem,Linear functions word problem: pool (Hindi) Class 10 (Foundation) - Hindi,8,"Oct 06, 2020 at 11:57 AM",–,–,3,,,–
mdnadeem,Graphing linear relationships word problemsClass 11 math (India),8,"Oct 06, 2020 at 11:49 AM",Familiar,,26,,,3/4
mdnadeem,Graphing linear relationships word problemsClass 11 math (India),8,"Oct 06, 2020 at 11:26 AM",–,–,23,,,0/4
mdnadeem,Graphing linear relationships word problemsClass 11 math (India),8,"Oct 06, 2020 at 11:19 AM",–,–,7,,,2/4
mdnadeem,Linear functions word problem: fuelClass 11 math (India),8,"Oct 06, 2020 at 11:07 AM",–,–,4,,,–
mdnadeem,Graphing linear relationships word problemsClass 11 math (India),8,"Oct 06, 2020 at 10:58 AM",Attempted,,16,,,2/4
mdnadeem,Linear equations word problems: graphsClass 11 math (India),8,"Oct 06, 2020 at 10:47 AM",Proficient,,10,,,4/4
mdnadeem,Linear equations word problems: tablesClass 11 math (India),8,"Oct 06, 2020 at 10:42 AM",Proficient,,5,,,4/4
mdnadeem,Linear equations word problems: tablesClass 11 math (India),8,"Oct 06, 2020 at 10:36 AM",–,–,6,,,3/4
mdnadeem,Linear equations word problems: tablesClass 11 math (India),8,"Oct 06, 2020 at 10:20 AM",Familiar,,13,,,3/4
mdnadeem,Linear equations word problems: tablesClass 11 math (India),8,"Oct 06, 2020 at 10:12 AM",–,–,8,,,2/4
mdnadeem,Using slope and intercepts in contextClass 11 math (India),8,"Oct 06, 2020 at 10:06 AM",Proficient,,5,,,4/4
mdnadeem,Finding slope and intercepts from tablesClass 11 math (India),8,"Oct 06, 2020 at 9:58 AM",–,–,1,,,–
mdnadeem,Linear equations word problems: tablesClass 11 math (India),8,"Oct 06, 2020 at 9:44 AM",Attempted,,19,,,2/4
mdnadeem,Linear functions word problem: fuelClass 11 math (India),8,"Oct 06, 2020 at 9:36 AM",–,–,8,,,–
mdnadeem,Linear equations word problems: tablesClass 11 math (India),8,"Oct 06, 2020 at 8:59 AM",–,–,3,,,0/4
mdnadeem,Finding slope and intercepts from tablesClass 11 math (India),8,"Oct 06, 2020 at 8:56 AM",–,–,3,,,–
mdnadeem,Finding slope and intercepts from tablesClass 11 math (India),8,"Oct 05, 2020 at 4:17 PM",–,–,4,,,–
mdnadeem,Slope and intercept meaning from a tableClass 11 math (India),8,"Oct 05, 2020 at 3:58 PM",–,–,18,,,–
mdnadeem,Using slope and intercepts in contextClass 11 math (India),8,"Oct 05, 2020 at 3:54 PM",Familiar,,4,,,3/4
mdnadeem,Slope and intercept meaning in contextClass 11 math (India),8,"Oct 05, 2020 at 3:50 PM",–,–,4,,,–
mdnadeem,"Slope, x-intercept, y-intercept meaning in contextClass 11 math (India)",8,"Oct 05, 2020 at 3:41 PM",–,–,7,,,–
mdnadeem,Intercepts of lines review (x-intercepts and y-intercepts)Class 11 math (India),8,"Oct 05, 2020 at 3:40 PM",–,–,1,,,–
mdrabban,Testing solutions to inequalities Algebra 1,8,"Oct 05, 2020 at 4:15 AM",–,–,0,,,–
mdrabban,Inequalities (systems & graphs): Unit testAlgebra 1,8,"Oct 04, 2020 at 9:09 AM",–,–,0,,,–
mdrabban,Two-variable inequalities from their graphsAlgebra 1,8,"Oct 04, 2020 at 9:08 AM",–,–,0,,,–
mdrabban,Two-variable inequalities from their graphsAlgebra 1,8,"Oct 03, 2020 at 9:37 AM",–,–,4,,,1/4
mdrabban,Systems of inequalities word problemsAlgebra 1,8,"Oct 03, 2020 at 9:27 AM",Proficient,,4,,,4/4
mdrabban,Quadratics: Multiplying & factoring: Quiz 2Algebra 1,8,"Oct 01, 2020 at 8:02 AM",–,–,0,,,–
mdrabban,Average rate of change word problem: tableAlgebra 1,8,"Oct 01, 2020 at 5:42 AM",–,–,0,,,–
mdrabban,Inequalities (systems & graphs): Quiz 3Algebra 1,8,"Oct 01, 2020 at 5:42 AM",–,–,0,,,–
mdrabban,Quadratic functions & equations: Quiz 1Algebra 1,8,"Oct 01, 2020 at 5:35 AM",–,–,6,,,–
mdrabban,Functions: Unit testAlgebra 1,8,"Oct 01, 2020 at 2:17 AM",–,–,3,,,4/22
mdrabban,Functions: Quiz 5Algebra 1,8,"Oct 01, 2020 at 2:16 AM",–,–,0,,,1/5
mdrabban,Inequalities (systems & graphs): Unit testAlgebra 1,8,"Oct 01, 2020 at 2:15 AM",–,–,0,,,–
mdrabban,Finding inverses of linear functionsAlgebra 1,8,"Oct 01, 2020 at 2:07 AM",–,–,1,,,0/4
mdrabban,Average rate of change: graphs & tablesAlgebra 1,8,"Oct 01, 2020 at 2:07 AM",–,–,0,,,–
mdrabban,Inequalities (systems & graphs): Quiz 3Algebra 1,8,"Oct 01, 2020 at 2:06 AM",–,–,2,,,2/5
mdrabban,Systems of inequalities word problemsAlgebra 1,8,"Oct 01, 2020 at 2:01 AM",Familiar,,1,,,3/4
mdrabban,Two-variable inequalities word problemsAlgebra 1,8,"Oct 01, 2020 at 1:52 AM",Proficient,,3,,,4/4
mdrabban,Systems of inequalities graphsAlgebra 1,8,"Oct 01, 2020 at 1:52 AM",–,–,0,,,–
mdrabban,Two-variable inequalities from their graphsAlgebra 1,8,"Oct 01, 2020 at 1:50 AM",–,–,1,,,–
mdshakib,Intro to inverse functionsAlgebra 1,8,"Oct 07, 2020 at 10:21 AM",–,–,5,,,–
mdshakib,Evaluate inverse functionsAlgebra 1,8,"Oct 07, 2020 at 10:21 AM",–,–,0,,,–
mdshakib,Function notation word problemsAlgebra 1,8,"Oct 07, 2020 at 10:19 AM",–,–,0,,,0/4
mdshakib,Function notation word problemsAlgebra 1,8,"Oct 07, 2020 at 10:14 AM",–,–,4,,,1/4
mdshakib,Function notation word problem: bankAlgebra 1,8,"Oct 07, 2020 at 10:14 AM",–,–,0,,,–
mdshakib,Interpret points relative to a systemAlgebra 1,8,"Oct 07, 2020 at 10:14 AM",–,–,0,,,–
mdshakib,Reasoning with systems of equationsAlgebra 1,8,"Oct 07, 2020 at 9:46 AM",Attempted,,12,,,1/4
mdshakib,"Hypotenuse, opposite, and adjacentTrigonometry",8,"Oct 07, 2020 at 9:36 AM",–,–,1,,,–
mdshakib,Getting ready for right triangles and trigonometryTrigonometry,8,"Oct 07, 2020 at 9:28 AM",–,–,8,,,–
mdshakib,Use ratios in right trianglesTrigonometry,8,"Oct 07, 2020 at 9:27 AM",–,–,0,,,–
mdshakib,Introduction to verbsGrammar,8,"Oct 07, 2020 at 9:23 AM",–,–,3,,,–
mdshakib,Irregular plural nouns – foreign pluralsGrammar,8,"Oct 07, 2020 at 9:21 AM",–,–,1,,,–
mdshakib,Irregular plural nouns – the MUTANT PLURALSGrammar,8,"Oct 07, 2020 at 9:18 AM",–,–,3,,,–
mdshakib,Irregular plural nouns – base pluralsGrammar,8,"Oct 07, 2020 at 5:33 AM",–,–,1,,,–
mdshakib,Irregular plural nouns: f to -vesGrammar,8,"Oct 07, 2020 at 5:24 AM",–,–,1,,,–
mdshakib,Irregular plural nouns – words that end in -enGrammar,8,"Oct 07, 2020 at 5:23 AM",–,–,1,,,–
mdshakib,Irregular plural nouns – -f to -vesGrammar,8,"Oct 07, 2020 at 5:21 AM",–,–,3,,,–
mdshakib,Concrete and abstract nounsGrammar,8,"Oct 07, 2020 at 5:20 AM",–,–,0,,,–
mdshakib,Common and proper nounsGrammar,8,"Oct 07, 2020 at 5:19 AM",–,–,0,,,–
mdshakib,Irregular plural nouns: foreign pluralsGrammar,8,"Oct 07, 2020 at 5:18 AM",–,–,1,,,–
mdshakib,Irregular plural nouns: mutant pluralsGrammar,8,"Oct 07, 2020 at 5:16 AM",–,–,0,,,–
mdshakib,Irregular plural nouns – foreign pluralsGrammar,8,"Oct 07, 2020 at 5:14 AM",–,–,4,,,–
mdshakib,Concrete and abstract nouns Grammar,8,"Oct 07, 2020 at 5:09 AM",–,–,4,,,–
mdshakib,Irregular plural nouns – the MUTANT PLURALSGrammar,8,"Oct 07, 2020 at 5:06 AM",–,–,1,,,–
mdshakib,Function notation word problemsAlgebra 1,8,"Oct 07, 2020 at 4:34 AM",–,–,0,,,–
mdshakib,Function notation word problemsAlgebra 1,8,"Oct 07, 2020 at 4:32 AM",–,–,2,,,1/4
mdshakib,Function notation word problemsAlgebra 1,8,"Oct 07, 2020 at 4:11 AM",–,–,2,,,0/4
mdshakib,Average rate of change: graphs & tablesAlgebra 1,8,"Oct 06, 2020 at 6:59 PM",–,–,0,,,–
mdshakib,Average rate of change: graphs & tablesAlgebra 1,8,"Oct 06, 2020 at 6:52 PM",Attempted,,6,,,1/4
mdshakib,Systems of inequalities word problemsAlgebra 1,8,"Oct 06, 2020 at 6:51 PM",–,–,0,,,–
mdshakib,Systems of equations word problemsAlgebra 1,8,"Oct 06, 2020 at 6:51 PM",–,–,0,,,–
mdshakib,Reasoning with systems of equationsAlgebra 1,8,"Oct 06, 2020 at 6:45 PM",–,–,0,,,–
mdshakib,Two-variable inequalities from their graphsAlgebra 1,8,"Oct 06, 2020 at 6:44 PM",–,–,0,,,–
mdshakib,Limits using conjugatesClass 11 math (India),8,"Oct 06, 2020 at 6:33 PM",–,–,2,,,–
mdshakib,Estimating limits from tablesClass 11 math (India),8,"Oct 06, 2020 at 6:27 PM",Familiar,,2,,,3/4
mdshakib,Estimating limits from tablesClass 11 math (India),8,"Oct 06, 2020 at 6:24 PM",–,–,3,,,0/4
mdshakib,Estimating limits from tablesClass 11 math (India),8,"Oct 06, 2020 at 6:21 PM",–,–,3,,,1/4
mdshakib,Derivative notation reviewClass 11 math (India),8,"Oct 06, 2020 at 6:19 PM",–,–,1,,,–
mdshakib,Secant lines & average rate of changeClass 11 math (India),8,"Oct 06, 2020 at 6:19 PM",–,–,0,,,–
mdshakib,Section formula: applicationsClass 11 math (India),8,"Oct 06, 2020 at 6:18 PM",–,–,0,,,–
mdshakib,Section formulaClass 11 math (India),8,"Oct 06, 2020 at 6:18 PM",–,–,0,,,–
mdshakib,Distance between points: applicationsClass 11 math (India),8,"Oct 06, 2020 at 6:18 PM",–,–,0,,,–
mdshakib,Distance between two pointsClass 11 math (India),8,"Oct 06, 2020 at 6:18 PM",–,–,0,,,–
mdshakib,Coordinates of a point in spaceClass 11 math (India),8,"Oct 06, 2020 at 6:10 PM",–,–,6,,,0/4
mdshakib,Two-step inequality word problemsClass 11 math (India),8,"Oct 06, 2020 at 6:08 PM",–,–,0,,,–
mdshakib,Range of quadratic functionsClass 11 math (India),8,"Oct 06, 2020 at 6:08 PM",–,–,0,,,–
mdshakib,Irregular plural nouns – words that end in -enGrammar,8,"Oct 06, 2020 at 4:20 PM",–,–,8,,,–
mdshakib,Irregular plural nouns – words that end in -enGrammar,8,"Oct 06, 2020 at 3:23 PM",–,–,0,,,–
mdshakib,Irregular plural nouns – words that end in -enGrammar,8,"Oct 06, 2020 at 2:58 PM",–,–,8,,,–
mdshakib,BONUS VIDEO – Origin of the Mutant PluralGrammar,8,"Oct 04, 2020 at 2:31 PM",–,–,3,,,–
mdshakib,BONUS VIDEO – Origin of the Mutant PluralGrammar,8,"Oct 04, 2020 at 12:28 PM",–,–,3,,,–
mdshakib,Convex mirror & applicationsClass 10 Physics (India),8,"Oct 04, 2020 at 12:28 PM",–,–,0,,,–
mdshakib,"Spherical mirrors, radius of curvature & focal lengthClass 10 Physics (India)",8,"Oct 04, 2020 at 12:17 PM",–,–,10,,,–
mdshakib,Spherical & parabolic mirrorsClass 10 Physics (India),8,"Oct 04, 2020 at 12:11 PM",–,–,6,,,–
mdshakib,Convex mirror & applicationsClass 10 Physics (India),8,"Oct 04, 2020 at 11:53 AM",–,–,13,,,–
mdshakib,Intro to composing functionsClass 12 math (India),8,"Oct 04, 2020 at 11:52 AM",–,–,0,,,–
mdshakib,Common and proper nounsGrammar,8,"Oct 04, 2020 at 11:49 AM",–,–,3,,,–
mdshakib,Introduction to singular and plural nounsGrammar,8,"Oct 04, 2020 at 11:39 AM",–,–,6,,,–
mdshakib,Introduction to nounsGrammar,8,"Oct 04, 2020 at 11:35 AM",–,–,5,,,–
mdshakib,Introduction to GrammarGrammar,8,"Oct 04, 2020 at 11:30 AM",–,–,3,,,–
mdshakib,Newton's first law intro (forces causes motion?)Class 9 Physics (India),8,"Oct 04, 2020 at 11:27 AM",–,–,3,,,–
mdshakib,Dot structures II: Multiple bondsClass 10 Chemistry (India),8,"Oct 04, 2020 at 11:21 AM",–,–,6,,,–
mdshakib,"Alkanes, Alkenes, and Alkynes- General molecular formula Class 10 Chemistry (India)",8,"Oct 04, 2020 at 11:05 AM",–,–,16,,,–
mdshakib,Dot structures I: Single bondsClass 10 Chemistry (India),8,"Oct 04, 2020 at 10:58 AM",–,–,7,,,–
mdshakib,Stellar parallax clarificationClass 11 Physics (India),8,"Oct 04, 2020 at 10:55 AM",–,–,3,,,–
mdshakib,Multiplying and dividing with significant figuresClass 11 Physics (India),8,"Oct 04, 2020 at 10:28 AM",–,–,10,,,–
mdshakib,Addition and subtraction with significant figuresClass 11 Physics (India),8,"Oct 04, 2020 at 10:25 AM",–,–,9,,,–
mdshakib,Rules of significant figuresClass 11 Physics (India),8,"Oct 04, 2020 at 10:19 AM",–,–,6,,,–
mdshakib,Intro to significant figuresClass 11 Physics (India),8,"Oct 04, 2020 at 10:14 AM",–,–,5,,,–
mdshakib,Parallax in observing starsClass 11 Physics (India),8,"Oct 04, 2020 at 10:06 AM",–,–,7,,,–
mdshakib,Scale of the smallClass 11 Physics (India),8,"Oct 04, 2020 at 9:51 AM",–,–,13,,,–
mdshakib,Parallax in observing starsClass 11 Physics (India),8,"Oct 04, 2020 at 9:51 AM",–,–,0,,,–
mdshakib,Scientific notation examplesClass 11 Physics (India),8,"Oct 04, 2020 at 9:38 AM",–,–,12,,,–
mdshakib,Scientific notation example: 0.0000000003457Class 11 Physics (India),8,"Oct 04, 2020 at 9:34 AM",–,–,4,,,–
mdshakib,Scale of the smallClass 11 Physics (India),8,"Oct 04, 2020 at 9:33 AM",–,–,1,,,–
mdshakib,Stellar distance using parallaxClass 11 Physics (India),8,"Oct 04, 2020 at 9:17 AM",–,–,12,,,–
mdshakib,Scale of the largeClass 11 Physics (India),8,"Oct 04, 2020 at 9:04 AM",–,–,15,,,–
mdshakib,Doppler effect formula for observed frequencyClass 11 Physics (India),8,"Oct 04, 2020 at 8:53 AM",–,–,10,,,–
mdshakib,Doppler effect reviewClass 11 Physics (India),8,"Oct 04, 2020 at 8:32 AM",–,–,0,,,–
mdshakib,Doppler effect: reflection off a moving objectClass 11 Physics (India),8,"Oct 04, 2020 at 8:32 AM",–,–,13,,,–
mdshakib,Introduction to wavesClass 11 Physics (India),8,"Oct 04, 2020 at 8:18 AM",–,–,13,,,–
mdshakib,Four fundamental forcesClass 11 Physics (India),8,"Oct 04, 2020 at 8:08 AM",–,–,11,,,–
mdshakib,Introduction to physicsClass 11 Physics (India),8,"Oct 04, 2020 at 7:58 AM",–,–,10,,,–
mdshakib,Balancing chemical equationsClass 10 Chemistry (India),8,"Oct 03, 2020 at 3:52 AM",–,–,1,,,–
mdshakib,Average velocity and speed in one direction: word problems Class 9 Physics (India),8,"Oct 02, 2020 at 8:44 PM",–,–,0,,,–
mdshakib,"Acidic, basic, and amphoteric oxidesClass 10 Chemistry (India)",8,"Oct 02, 2020 at 8:42 PM",–,–,1,,,0/4
mdshakib,"Acidic, basic, and amphoteric oxidesClass 10 Chemistry (India)",8,"Oct 02, 2020 at 8:39 PM",Attempted,,2,,,2/4
mdshakib,Identify a metal with an exceptional physical propertyClass 10 Chemistry (India),8,"Oct 02, 2020 at 8:38 PM",Proficient,,1,,,7/7
mdshakib,Identify a metal with an exceptional physical propertyClass 10 Chemistry (India),8,"Oct 02, 2020 at 8:37 PM",–,–,1,,,5/7
